,league_code,date,time,home_team,away_team,home_goals,away_goals,ft_result_raw,ht_home_goals,ht_away_goals,ht_result_raw,home_shots,away_shots,home_shots_ot,away_shots_ot,home_corners,away_corners,home_fouls,away_fouls,home_yellow,away_yellow,home_red,away_red,hour,weekday,home_points,away_points,goal_diff,goals_total,ht_goal_diff,ht_goals_total,home_bookings_pts,away_bookings_pts,season_file
290,P1,2022-05-07,18:00,Benfica,Porto,0,1,A,0,0,D,9,10,2,5,5,3,23,15,10,4,0,0,18,5,0,3,-1,1,0,0,100,40,cleanP1_2122
291,P1,2022-05-07,20:30,Portimonense,Sp Lisbon,2,3,A,2,1,H,5,28,3,8,1,8,7,13,2,2,0,0,20,5,0,3,-1,5,1,3,20,20,cleanP1_2122
292,P1,2022-05-08,15:30,Gil Vicente,Tondela,3,0,H,0,0,D,8,5,4,3,8,0,13,3,1,2,0,1,15,6,3,0,3,3,0,0,10,45,cleanP1_2122
293,P1,2022-05-08,15:30,Vizela,Maritimo,1,1,D,0,0,D,11,10,3,3,2,8,12,4,4,2,0,0,15,6,1,1,0,2,0,0,40,20,cleanP1_2122
294,P1,2022-05-08,18:00,Sp Braga,Arouca,1,0,H,0,0,D,12,14,2,4,4,8,12,8,0,1,0,0,18,6,3,0,1,1,0,0,0,10,cleanP1_2122
295,P1,2022-05-08,19:30,Santa Clara,Pacos Ferreira,2,0,H,1,0,H,20,3,7,0,10,0,24,17,3,3,0,1,19,6,3,0,2,2,1,1,30,55,cleanP1_2122
296,P1,2022-05-09,20:15,Belenenses,Famalicao,2,3,A,1,0,H,14,14,5,4,7,5,17,21,3,1,0,0,20,0,0,3,-1,5,1,1,30,10,cleanP1_2122
297,P1,2022-05-13,20:15,Pacos Ferreira,Benfica,0,2,A,0,2,A,12,15,4,8,6,4,11,23,1,1,0,0,20,4,0,3,-2,2,-2,2,10,10,cleanP1_2122
298,P1,2022-05-14,15:30,Arouca,Belenenses,0,0,D,0,0,D,22,10,7,3,8,4,13,12,2,2,0,0,15,5,1,1,0,0,0,0,20,20,cleanP1_2122
299,P1,2022-05-14,15:30,Moreirense,Vizela,4,1,H,3,0,H,12,6,6,2,4,7,16,10,3,3,0,1,15,5,3,0,3,5,3,3,30,55,cleanP1_2122
300,P1,2022-05-14,15:30,Tondela,Boavista,2,2,D,1,0,H,11,14,8,5,4,5,13,16,1,3,0,0,15,5,1,1,0,4,1,1,10,30,cleanP1_2122
301,P1,2022-05-14,18:00,Maritimo,Portimonense,0,1,A,0,0,D,11,15,6,4,4,2,16,21,3,2,0,0,18,5,0,3,-1,1,0,0,30,20,cleanP1_2122
302,P1,2022-05-14,18:00,Porto,Estoril,2,0,H,0,0,D,21,7,5,1,12,6,13,11,0,0,0,0,18,5,3,0,2,2,0,0,0,0,cleanP1_2122
303,P1,2022-05-14,20:30,Sp Lisbon,Santa Clara,4,0,H,1,0,H,23,10,9,1,10,5,11,12,1,2,0,0,20,5,3,0,4,4,1,1,10,20,cleanP1_2122
304,P1,2022-05-15,18:00,Famalicao,Sp Braga,3,2,H,1,2,A,21,11,11,6,6,4,8,11,3,3,1,1,18,6,3,0,1,5,-1,3,55,55,cleanP1_2122
305,P1,2022-05-15,20:30,Guimaraes,Gil Vicente,5,0,H,1,0,H,15,8,8,4,1,3,13,16,1,0,0,0,20,6,3,0,5,5,1,1,10,0,cleanP1_2122
306,P1,2022-08-05,20:15,Benfica,Arouca,4,0,H,3,0,H,20,3,6,2,6,1,7,6,3,1,0,1,20,4,3,0,4,4,3,3,30,35,cleanP1_2223
308,P1,2022-08-06,18:00,Estoril,Famalicao,2,0,H,2,0,H,10,15,5,5,1,2,13,11,4,1,0,0,18,5,3,0,2,2,2,2,40,10,cleanP1_2223
309,P1,2022-08-06,20:30,Porto,Maritimo,5,1,H,3,0,H,22,9,7,3,4,4,13,11,3,2,0,0,20,5,3,0,4,6,3,3,30,20,cleanP1_2223
307,P1,2022-08-06,15:30,Rio Ave,Vizela,0,1,A,0,0,D,7,12,0,7,6,7,19,16,7,4,0,0,15,5,0,3,-1,1,0,0,70,40,cleanP1_2223
310,P1,2022-08-07,15:30,Santa Clara,Casa Pia,0,0,D,0,0,D,7,11,3,3,7,6,15,12,1,3,1,0,15,6,1,1,0,0,0,0,35,30,cleanP1_2223
311,P1,2022-08-07,18:00,Sp Braga,Sp Lisbon,3,3,D,2,2,D,15,11,7,4,3,3,14,17,2,2,0,0,18,6,1,1,0,6,0,4,20,20,cleanP1_2223
312,P1,2022-08-07,20:30,Chaves,Guimaraes,0,1,A,0,1,A,14,15,2,6,2,5,10,20,2,9,0,2,20,6,0,3,-1,1,-1,1,20,140,cleanP1_2223
313,P1,2022-08-07,20:30,Portimonense,Boavista,0,1,A,0,1,A,18,10,8,5,7,1,13,11,3,1,0,0,20,6,0,3,-1,1,-1,1,30,10,cleanP1_2223
314,P1,2022-08-08,20:15,Gil Vicente,Pacos Ferreira,1,0,H,0,0,D,16,12,7,5,8,6,17,19,1,6,0,0,20,0,3,0,1,1,0,0,10,60,cleanP1_2223
315,P1,2022-08-12,20:15,Famalicao,Sp Braga,0,3,A,0,2,A,11,24,5,9,7,7,11,14,3,1,0,0,20,4,0,3,-3,3,-2,2,30,10,cleanP1_2223
317,P1,2022-08-13,20:30,Sp Lisbon,Rio Ave,3,0,H,1,0,H,20,3,6,1,7,1,15,6,1,2,0,0,20,5,3,0,3,3,1,1,10,20,cleanP1_2223
316,P1,2022-08-13,18:00,Casa Pia,Benfica,0,1,A,0,0,D,8,14,2,4,4,9,10,9,6,4,0,1,18,5,0,3,-1,1,0,0,60,65,cleanP1_2223
318,P1,2022-08-14,15:30,Boavista,Santa Clara,2,1,H,0,1,A,16,3,5,1,8,6,13,8,3,7,0,2,15,6,3,0,1,3,-1,1,30,120,cleanP1_2223
319,P1,2022-08-14,18:00,Vizela,Porto,0,1,A,0,0,D,4,13,1,4,1,10,18,13,6,2,0,0,18,6,0,3,-1,1,0,0,60,20,cleanP1_2223
320,P1,2022-08-14,20:30,Guimaraes,Estoril,1,0,H,1,0,H,8,7,3,4,5,7,13,8,3,5,0,1,20,6,3,0,1,1,1,1,30,75,cleanP1_2223
321,P1,2022-08-15,15:30,Maritimo,Chaves,1,2,A,1,0,H,13,21,6,8,3,6,12,11,1,1,0,0,15,0,0,3,-1,3,1,1,10,10,cleanP1_2223
322,P1,2022-08-15,18:00,Arouca,Gil Vicente,1,0,H,1,0,H,8,10,4,2,4,4,22,18,4,2,0,0,18,0,3,0,1,1,1,1,40,20,cleanP1_2223
323,P1,2022-08-15,20:30,Pacos Ferreira,Portimonense,0,3,A,0,1,A,14,13,4,3,2,7,12,16,3,5,1,0,20,0,0,3,-3,3,-1,1,55,50,cleanP1_2223
324,P1,2022-08-19,20:15,Estoril,Rio Ave,2,2,D,1,0,H,9,17,4,7,1,5,22,13,4,3,0,1,20,4,1,1,0,4,1,1,40,55,cleanP1_2223
326,P1,2022-08-20,18:00,Chaves,Vizela,1,1,D,1,1,D,18,17,3,4,5,4,8,19,5,5,1,1,18,5,1,1,0,2,0,2,75,75,cleanP1_2223
327,P1,2022-08-20,20:30,Porto,Sp Lisbon,3,0,H,1,0,H,11,8,5,4,3,4,23,11,1,4,0,1,20,5,3,0,3,3,1,1,10,65,cleanP1_2223
325,P1,2022-08-20,15:30,Santa Clara,Arouca,1,2,A,0,0,D,12,10,3,4,4,2,19,21,2,3,0,0,15,5,0,3,-1,3,0,0,20,30,cleanP1_2223
328,P1,2022-08-21,15:30,Casa Pia,Boavista,2,0,H,0,0,D,6,11,4,4,2,2,11,13,1,3,0,0,15,6,3,0,2,2,0,0,10,30,cleanP1_2223
329,P1,2022-08-21,18:00,Sp Braga,Maritimo,5,0,H,2,0,H,20,7,9,1,5,5,16,7,3,1,0,0,18,6,3,0,5,5,2,2,30,10,cleanP1_2223
330,P1,2022-08-21,20:30,Portimonense,Guimaraes,2,1,H,0,0,D,15,17,5,6,6,11,18,15,4,2,0,0,20,6,3,0,1,3,0,0,40,20,cleanP1_2223
331,P1,2022-08-22,20:15,Gil Vicente,Famalicao,0,0,D,0,0,D,15,10,5,2,8,4,12,13,1,5,0,0,20,0,1,1,0,0,0,0,10,50,cleanP1_2223
332,P1,2022-08-26,20:15,Pacos Ferreira,Estoril,0,3,A,0,2,A,10,11,4,7,4,5,13,21,3,0,2,0,20,4,0,3,-3,3,-2,2,80,0,cleanP1_2223
335,P1,2022-08-27,20:30,Sp Lisbon,Chaves,0,2,A,0,0,D,22,8,10,5,13,3,19,16,5,2,0,1,20,5,0,3,-2,2,0,0,50,45,cleanP1_2223
333,P1,2022-08-27,15:30,Maritimo,Portimonense,0,1,A,0,1,A,19,9,4,6,8,7,12,16,2,1,0,0,15,5,0,3,-1,1,-1,1,20,10,cleanP1_2223
334,P1,2022-08-27,18:00,Boavista,Benfica,0,3,A,0,1,A,4,16,0,6,7,8,12,15,4,2,0,0,18,5,0,3,-3,3,-1,1,40,20,cleanP1_2223
338,P1,2022-08-28,20:30,Rio Ave,Porto,3,1,H,3,0,H,6,27,4,10,2,7,11,8,1,2,0,0,20,6,3,0,2,4,3,3,10,20,cleanP1_2223
336,P1,2022-08-28,15:30,Famalicao,Santa Clara,1,0,H,1,0,H,12,13,4,2,6,4,22,11,3,3,0,0,15,6,3,0,1,1,1,1,30,30,cleanP1_2223
337,P1,2022-08-28,18:00,Arouca,Sp Braga,0,6,A,0,4,A,12,15,4,10,5,4,18,13,3,3,0,0,18,6,0,3,-6,6,-4,4,30,30,cleanP1_2223
339,P1,2022-08-29,19:00,Guimaraes,Casa Pia,0,1,A,0,1,A,15,8,2,2,9,1,15,16,3,3,0,0,19,0,0,3,-1,1,-1,1,30,30,cleanP1_2223
340,P1,2022-08-29,21:15,Vizela,Gil Vicente,2,2,D,2,2,D,18,12,9,4,5,10,9,15,2,5,0,0,21,0,1,1,0,4,0,4,20,50,cleanP1_2223
341,P1,2022-08-30,20:15,Benfica,Pacos Ferreira,3,2,H,2,1,H,27,3,6,2,13,3,13,13,2,4,0,0,20,1,3,0,1,5,1,3,20,40,cleanP1_2223
342,P1,2022-09-02,19:00,Benfica,Vizela,2,1,H,0,1,A,28,7,6,2,15,4,9,10,7,4,2,0,19,4,3,0,1,3,-1,1,120,40,cleanP1_2223
343,P1,2022-09-02,21:15,Estoril,Sp Lisbon,0,2,A,0,2,A,5,18,0,4,2,7,16,18,5,7,0,0,21,4,0,3,-2,2,-2,2,50,70,cleanP1_2223
345,P1,2022-09-03,20:30,Gil Vicente,Porto,0,2,A,0,2,A,6,16,2,4,6,4,15,9,1,0,0,0,20,5,0,3,-2,2,-2,2,10,0,cleanP1_2223
344,P1,2022-09-03,15:30,Sp Braga,Guimaraes,1,0,H,0,0,D,18,7,2,3,5,0,16,21,2,7,0,0,15,5,3,0,1,1,0,0,20,70,cleanP1_2223
348,P1,2022-09-04,20:30,Portimonense,Famalicao,1,0,H,0,0,D,9,13,1,1,7,5,20,10,5,2,0,0,20,6,3,0,1,1,0,0,50,20,cleanP1_2223
346,P1,2022-09-04,15:30,Casa Pia,Arouca,0,0,D,0,0,D,6,8,1,1,9,2,13,10,2,0,0,0,15,6,1,1,0,0,0,0,20,0,cleanP1_2223
347,P1,2022-09-04,18:00,Santa Clara,Maritimo,2,1,H,0,1,A,9,17,4,5,2,3,22,16,3,4,0,1,18,6,3,0,1,3,-1,1,30,65,cleanP1_2223
349,P1,2022-09-05,19:00,Boavista,Pacos Ferreira,1,0,H,0,0,D,12,7,3,1,5,1,16,18,4,3,0,0,19,0,3,0,1,1,0,0,40,30,cleanP1_2223
350,P1,2022-09-05,21:15,Chaves,Rio Ave,1,1,D,1,0,H,21,13,6,3,8,11,14,13,5,3,0,0,21,0,1,1,0,2,1,1,50,30,cleanP1_2223
351,P1,2022-09-09,20:15,Guimaraes,Santa Clara,1,0,H,0,0,D,9,9,3,4,6,5,11,17,4,5,0,0,20,4,3,0,1,1,0,0,40,50,cleanP1_2223
352,P1,2022-09-10,15:30,Famalicao,Benfica,0,1,A,0,0,D,4,13,2,7,1,5,19,12,2,0,1,0,15,5,0,3,-1,1,0,0,45,0,cleanP1_2223
353,P1,2022-09-10,18:00,Sp Lisbon,Portimonense,4,0,H,2,0,H,17,4,7,1,8,3,7,14,3,3,0,0,18,5,3,0,4,4,2,2,30,30,cleanP1_2223
354,P1,2022-09-10,20:30,Porto,Chaves,3,0,H,1,0,H,19,8,7,1,9,3,13,11,1,3,0,0,20,5,3,0,3,3,1,1,10,30,cleanP1_2223
357,P1,2022-09-11,18:00,Maritimo,Gil Vicente,1,2,A,1,0,H,18,22,4,5,10,8,13,13,2,0,0,0,18,6,0,3,-1,3,1,1,20,0,cleanP1_2223
355,P1,2022-09-11,15:30,Pacos Ferreira,Casa Pia,2,3,A,1,0,H,19,12,8,5,7,2,8,17,2,4,0,0,15,6,0,3,-1,5,1,1,20,40,cleanP1_2223
356,P1,2022-09-11,18:00,Arouca,Boavista,1,2,A,1,1,D,6,10,1,4,2,5,11,15,2,2,2,0,18,6,0,3,-1,3,0,2,70,20,cleanP1_2223
358,P1,2022-09-11,20:30,Rio Ave,Sp Braga,2,3,A,0,2,A,17,24,5,11,7,8,12,10,1,1,0,0,20,6,0,3,-1,5,-2,2,10,10,cleanP1_2223
359,P1,2022-09-12,20:15,Vizela,Estoril,0,1,A,0,1,A,22,10,7,2,16,2,11,12,4,4,1,0,20,0,0,3,-1,1,-1,1,65,40,cleanP1_2223
360,P1,2022-09-16,20:15,Portimonense,Chaves,1,0,H,1,0,H,15,17,6,4,9,7,20,15,4,2,0,1,20,4,3,0,1,1,1,1,40,45,cleanP1_2223
364,P1,2022-09-17,20:30,Boavista,Sp Lisbon,2,1,H,1,0,H,7,11,3,3,4,9,11,5,3,1,0,0,20,5,3,0,1,3,1,1,30,10,cleanP1_2223
363,P1,2022-09-17,18:00,Estoril,Porto,1,1,D,1,0,H,9,19,4,4,4,11,12,19,8,3,1,0,18,5,1,1,0,2,1,1,105,30,cleanP1_2223
361,P1,2022-09-17,15:30,Gil Vicente,Rio Ave,2,2,D,0,1,A,18,8,7,5,7,4,14,16,4,6,1,1,15,5,1,1,0,4,-1,1,65,85,cleanP1_2223
362,P1,2022-09-17,15:30,Santa Clara,Pacos Ferreira,1,1,D,1,0,H,8,7,2,4,5,8,18,16,4,3,0,0,15,5,1,1,0,2,1,1,40,30,cleanP1_2223
368,P1,2022-09-18,20:30,Sp Braga,Vizela,2,0,H,0,0,D,22,17,10,6,8,4,14,14,6,4,0,0,20,6,3,0,2,2,0,0,60,40,cleanP1_2223
367,P1,2022-09-18,18:00,Casa Pia,Famalicao,1,0,H,0,0,D,17,10,6,1,8,4,18,13,1,1,0,0,18,6,3,0,1,1,0,0,10,10,cleanP1_2223
365,P1,2022-09-18,15:30,Arouca,Guimaraes,2,2,D,1,0,H,10,12,6,5,3,6,12,12,6,3,0,0,15,6,1,1,0,4,1,1,60,30,cleanP1_2223
366,P1,2022-09-18,18:00,Benfica,Maritimo,5,0,H,1,0,H,23,4,12,1,7,2,16,5,1,3,0,0,18,6,3,0,5,5,1,1,10,30,cleanP1_2223
369,P1,2022-09-30,19:00,Sp Lisbon,Gil Vicente,3,1,H,2,0,H,16,11,7,4,3,2,9,6,4,1,0,0,19,4,3,0,2,4,2,2,40,10,cleanP1_2223
370,P1,2022-09-30,21:15,Porto,Sp Braga,4,1,H,2,0,H,16,9,7,0,6,5,14,17,2,4,0,1,21,4,3,0,3,5,2,2,20,65,cleanP1_2223
371,P1,2022-10-01,15:30,Vizela,Portimonense,1,0,H,1,0,H,15,18,6,7,5,9,10,12,3,3,0,0,15,5,3,0,1,1,1,1,30,30,cleanP1_2223
372,P1,2022-10-01,18:00,Chaves,Estoril,1,1,D,1,0,H,12,14,3,3,4,8,12,15,3,3,0,0,18,5,1,1,0,2,1,1,30,30,cleanP1_2223
373,P1,2022-10-01,20:30,Guimaraes,Benfica,0,0,D,0,0,D,6,6,1,1,5,6,17,22,4,1,0,0,20,5,1,1,0,0,0,0,40,10,cleanP1_2223
374,P1,2022-10-02,15:30,Rio Ave,Santa Clara,1,0,H,1,0,H,6,6,3,1,1,8,11,11,2,3,0,1,15,6,3,0,1,1,1,1,20,55,cleanP1_2223
375,P1,2022-10-02,18:00,Pacos Ferreira,Arouca,1,1,D,0,0,D,6,12,3,4,3,5,16,15,3,2,0,0,18,6,1,1,0,2,0,0,30,20,cleanP1_2223
376,P1,2022-10-02,20:30,Famalicao,Boavista,4,0,H,2,0,H,8,10,4,1,1,5,17,17,1,3,0,0,20,6,3,0,4,4,2,2,10,30,cleanP1_2223
377,P1,2022-10-03,20:15,Maritimo,Casa Pia,1,2,A,1,1,D,19,10,3,2,10,3,14,19,2,4,1,1,20,0,0,3,-1,3,0,2,45,65,cleanP1_2223
378,P1,2022-10-07,20:15,Gil Vicente,Estoril,0,1,A,0,0,D,12,11,3,3,7,3,22,12,4,4,0,0,20,4,0,3,-1,1,0,0,40,40,cleanP1_2223
381,P1,2022-10-08,18:00,Portimonense,Porto,0,2,A,0,1,A,12,18,3,7,1,5,12,7,4,2,0,0,18,5,0,3,-2,2,-1,1,40,20,cleanP1_2223
382,P1,2022-10-08,20:30,Pacos Ferreira,Guimaraes,0,1,A,0,1,A,23,11,7,2,14,3,22,17,7,7,2,1,20,5,0,3,-1,1,-1,1,120,95,cleanP1_2223
379,P1,2022-10-08,15:30,Santa Clara,Sp Lisbon,1,2,A,0,1,A,9,11,6,3,3,5,11,15,4,3,0,0,15,5,0,3,-1,3,-1,1,40,30,cleanP1_2223
380,P1,2022-10-08,18:00,Benfica,Rio Ave,4,2,H,3,1,H,32,8,10,3,8,3,3,10,1,2,0,0,18,5,3,0,2,6,2,4,10,20,cleanP1_2223
384,P1,2022-10-09,18:00,Casa Pia,Vizela,0,1,A,0,0,D,12,8,5,5,8,1,12,15,3,1,0,0,18,6,0,3,-1,1,0,0,30,10,cleanP1_2223
385,P1,2022-10-09,20:30,Sp Braga,Chaves,0,1,A,0,1,A,30,6,5,1,13,1,13,12,6,5,0,0,20,6,0,3,-1,1,-1,1,60,50,cleanP1_2223
383,P1,2022-10-09,15:30,Boavista,Maritimo,1,1,D,1,0,H,20,14,5,3,8,8,20,17,2,5,0,0,15,6,1,1,0,2,1,1,20,50,cleanP1_2223
386,P1,2022-10-10,20:15,Arouca,Famalicao,4,1,H,1,1,D,14,11,7,5,3,5,17,15,0,4,0,0,20,0,3,0,3,5,0,2,0,40,cleanP1_2223
387,P1,2022-10-21,20:15,Porto,Benfica,0,1,A,0,0,D,11,13,4,4,4,4,14,19,5,7,1,0,20,4,0,3,-1,1,0,0,75,70,cleanP1_2223
388,P1,2022-10-22,15:30,Famalicao,Pacos Ferreira,2,1,H,1,1,D,10,12,2,1,3,8,10,14,2,3,0,0,15,5,3,0,1,3,0,2,20,30,cleanP1_2223
389,P1,2022-10-22,18:00,Estoril,Sp Braga,0,2,A,0,2,A,4,14,2,7,5,7,16,12,3,1,0,0,18,5,0,3,-2,2,-2,2,30,10,cleanP1_2223
390,P1,2022-10-22,20:30,Sp Lisbon,Casa Pia,3,1,H,0,1,A,25,10,10,3,7,3,16,15,2,5,0,0,20,5,3,0,2,4,-1,1,20,50,cleanP1_2223
391,P1,2022-10-23,15:30,Maritimo,Arouca,1,1,D,1,1,D,16,16,4,5,5,5,13,13,1,3,0,0,15,6,1,1,0,2,0,2,10,30,cleanP1_2223
392,P1,2022-10-23,15:30,Vizela,Santa Clara,0,1,A,0,0,D,18,12,3,2,5,2,14,23,3,5,1,0,15,6,0,3,-1,1,0,0,55,50,cleanP1_2223
393,P1,2022-10-23,18:00,Chaves,Gil Vicente,3,1,H,0,1,A,18,10,9,3,5,1,7,12,1,2,0,1,18,6,3,0,2,4,-1,1,10,45,cleanP1_2223
394,P1,2022-10-23,20:30,Guimaraes,Boavista,3,2,H,1,1,D,18,4,9,2,9,1,18,19,3,6,0,1,20,6,3,0,1,5,0,2,30,85,cleanP1_2223
395,P1,2022-10-24,20:15,Rio Ave,Portimonense,1,0,H,1,0,H,11,12,4,3,3,2,13,15,3,1,0,1,20,0,3,0,1,1,1,1,30,35,cleanP1_2223
396,P1,2022-10-28,20:15,Pacos Ferreira,Maritimo,0,1,A,0,1,A,10,16,4,7,6,10,26,12,2,4,0,0,20,4,0,3,-1,1,-1,1,20,40,cleanP1_2223
397,P1,2022-10-29,15:30,Santa Clara,Porto,1,1,D,0,1,A,9,15,5,4,5,6,13,13,4,1,0,0,15,5,1,1,0,2,-1,1,40,10,cleanP1_2223
398,P1,2022-10-29,18:00,Benfica,Chaves,5,0,H,3,0,H,18,7,9,2,13,2,16,12,2,2,0,0,18,5,3,0,5,5,3,3,20,20,cleanP1_2223
399,P1,2022-10-29,20:30,Arouca,Sp Lisbon,1,0,H,0,0,D,10,21,5,7,4,11,12,6,5,3,0,0,20,5,3,0,1,1,0,0,50,30,cleanP1_2223
402,P1,2022-10-30,18:00,Casa Pia,Rio Ave,1,0,H,0,0,D,11,9,2,0,3,4,18,21,2,3,0,0,18,6,3,0,1,1,0,0,20,30,cleanP1_2223
403,P1,2022-10-30,20:30,Gil Vicente,Sp Braga,0,1,A,0,0,D,8,14,3,6,5,8,17,16,4,3,0,0,20,6,0,3,-1,1,0,0,40,30,cleanP1_2223
400,P1,2022-10-30,15:30,Boavista,Vizela,2,2,D,1,2,A,12,7,4,5,6,1,8,20,3,7,0,1,15,6,1,1,0,4,-1,3,30,95,cleanP1_2223
401,P1,2022-10-30,15:30,Portimonense,Estoril,1,1,D,0,1,A,23,10,7,5,11,7,22,15,5,7,0,1,15,6,1,1,0,2,-1,1,50,95,cleanP1_2223
404,P1,2022-10-31,20:15,Guimaraes,Famalicao,3,2,H,1,0,H,13,9,6,4,1,7,19,20,4,5,0,0,20,0,3,0,1,5,1,1,40,50,cleanP1_2223
405,P1,2022-11-04,20:15,Gil Vicente,Portimonense,1,2,A,1,1,D,19,17,6,7,4,3,12,12,2,1,0,0,20,4,0,3,-1,3,0,2,20,10,cleanP1_2223
406,P1,2022-11-05,15:30,Vizela,Arouca,0,1,A,0,1,A,25,7,6,2,11,2,5,14,1,4,0,0,15,5,0,3,-1,1,-1,1,10,40,cleanP1_2223
407,P1,2022-11-05,18:00,Porto,Pacos Ferreira,4,0,H,3,0,H,18,9,7,3,4,6,16,8,2,3,0,0,18,5,3,0,4,4,3,3,20,30,cleanP1_2223
408,P1,2022-11-05,20:30,Sp Lisbon,Guimaraes,3,0,H,2,0,H,17,3,6,0,11,3,17,10,1,5,0,1,20,5,3,0,3,3,2,2,10,75,cleanP1_2223
411,P1,2022-11-06,18:00,Sp Braga,Casa Pia,0,1,A,0,1,A,28,12,8,3,7,1,14,14,2,3,0,0,18,6,0,3,-1,1,-1,1,20,30,cleanP1_2223
412,P1,2022-11-06,20:30,Estoril,Benfica,1,5,A,0,3,A,8,18,3,7,2,11,13,9,0,0,0,0,20,6,0,3,-4,6,-3,3,0,0,cleanP1_2223
409,P1,2022-11-06,15:30,Rio Ave,Boavista,1,0,H,0,0,D,7,7,1,1,4,4,11,13,3,2,0,0,15,6,3,0,1,1,0,0,30,20,cleanP1_2223
410,P1,2022-11-06,18:00,Maritimo,Famalicao,0,0,D,0,0,D,17,13,3,3,7,6,19,14,2,2,0,0,18,6,1,1,0,0,0,0,20,20,cleanP1_2223
413,P1,2022-11-07,20:15,Chaves,Santa Clara,0,0,D,0,0,D,13,18,4,2,4,6,12,12,4,4,0,0,20,0,1,1,0,0,0,0,40,40,cleanP1_2223
414,P1,2022-11-12,18:00,Arouca,Rio Ave,0,1,A,0,0,D,11,9,0,5,10,4,12,15,5,4,0,0,18,5,0,3,-1,1,0,0,50,40,cleanP1_2223
415,P1,2022-11-12,20:30,Boavista,Porto,1,4,A,0,1,A,6,24,0,9,5,4,16,15,5,1,1,0,20,5,0,3,-3,5,-1,1,75,10,cleanP1_2223
421,P1,2022-11-13,20:30,Famalicao,Sp Lisbon,1,2,A,0,2,A,11,21,2,8,3,5,14,17,4,7,0,0,20,6,0,3,-1,3,-2,2,40,70,cleanP1_2223
416,P1,2022-11-13,15:30,Guimaraes,Maritimo,1,0,H,0,0,D,12,6,4,3,1,6,12,16,1,2,0,0,15,6,3,0,1,1,0,0,10,20,cleanP1_2223
417,P1,2022-11-13,15:30,Pacos Ferreira,Vizela,0,2,A,0,0,D,14,21,5,9,9,7,12,17,1,4,0,0,15,6,0,3,-2,2,0,0,10,40,cleanP1_2223
418,P1,2022-11-13,18:00,Benfica,Gil Vicente,3,1,H,2,1,H,17,4,6,2,6,0,13,12,1,1,0,0,18,6,3,0,2,4,1,3,10,10,cleanP1_2223
419,P1,2022-11-13,18:00,Casa Pia,Chaves,1,2,A,1,0,H,14,13,4,4,2,0,15,12,4,1,0,0,18,6,0,3,-1,3,1,1,40,10,cleanP1_2223
420,P1,2022-11-13,18:00,Portimonense,Sp Braga,1,2,A,1,0,H,14,22,5,10,2,8,9,8,2,5,0,2,18,6,0,3,-1,3,1,1,20,100,cleanP1_2223
422,P1,2022-11-14,20:15,Santa Clara,Estoril,3,1,H,2,1,H,15,16,9,1,6,7,19,15,3,1,0,0,20,0,3,0,2,4,1,3,30,10,cleanP1_2223
423,P1,2022-12-23,20:15,Rio Ave,Maritimo,1,1,D,1,1,D,19,8,5,1,5,5,18,19,1,1,0,0,20,4,1,1,0,2,0,2,10,10,cleanP1_2223
424,P1,2022-12-28,19:00,Portimonense,Casa Pia,1,2,A,1,1,D,6,20,2,7,1,11,22,10,4,3,0,0,19,2,0,3,-1,3,0,2,40,30,cleanP1_2223
425,P1,2022-12-28,21:15,Porto,Arouca,5,1,H,3,0,H,16,8,11,2,5,3,13,14,1,3,0,0,21,2,3,0,4,6,3,3,10,30,cleanP1_2223
426,P1,2022-12-29,17:00,Gil Vicente,Santa Clara,1,0,H,1,0,H,14,10,5,1,4,9,17,14,3,2,0,0,17,3,3,0,1,1,1,1,30,20,cleanP1_2223
427,P1,2022-12-29,21:15,Sp Lisbon,Pacos Ferreira,3,0,H,3,0,H,15,6,5,1,4,3,18,14,1,4,1,0,21,3,3,0,3,3,3,3,35,40,cleanP1_2223
428,P1,2022-12-30,17:00,Chaves,Famalicao,0,2,A,0,1,A,19,15,3,6,5,3,18,19,4,5,0,0,17,4,0,3,-2,2,-1,1,40,50,cleanP1_2223
429,P1,2022-12-30,19:00,Vizela,Guimaraes,3,0,H,1,0,H,9,16,4,3,1,5,18,12,5,3,0,0,19,4,3,0,3,3,1,1,50,30,cleanP1_2223
430,P1,2022-12-30,21:15,Sp Braga,Benfica,3,0,H,2,0,H,15,10,6,3,4,8,11,13,1,3,0,0,21,4,3,0,3,3,2,2,10,30,cleanP1_2223
431,P1,2023-01-05,20:15,Santa Clara,Sp Braga,0,4,A,0,2,A,3,26,0,13,1,6,15,14,1,1,0,0,20,3,0,3,-4,4,-2,2,10,10,cleanP1_2223
433,P1,2023-01-06,21:15,Famalicao,Vizela,2,1,H,1,0,H,9,7,3,4,6,4,14,11,3,6,0,0,21,4,3,0,1,3,1,1,30,60,cleanP1_2223
432,P1,2023-01-06,19:00,Benfica,Portimonense,1,0,H,1,0,H,27,1,12,0,12,2,11,15,0,2,0,0,19,4,3,0,1,1,1,1,0,20,cleanP1_2223
434,P1,2023-01-07,15:30,Arouca,Estoril,2,0,H,1,0,H,17,14,7,3,2,5,19,18,2,1,0,0,15,5,3,0,2,2,1,1,20,10,cleanP1_2223
435,P1,2023-01-07,18:00,Guimaraes,Rio Ave,0,0,D,0,0,D,9,9,2,0,5,2,21,21,3,2,0,0,18,5,1,1,0,0,0,0,30,20,cleanP1_2223
